rw,r,Tu,Hu,Tl,Hl,L,Kw,y
0.10549376,4162.306,80540.234,1021.3668,71.338036,734.944,1553.5635,11415.873,73.14127
0.12884174,49625.297,115026.35,1088.4774,78.64558,809.8978,1515.6144,11308.628,107.31345
0.14658815,27701.875,81816.14,1063.8785,94.16673,741.1887,1328.217,11388.434,184.58253
0.13773769,1917.9701,113505.59,1082.6124,63.484657,775.507,1566.1207,11742.694,135.78917
0.074369445,35211.37,98137.49,1045.769,73.51219,713.8784,1331.9458,10550.497,45.50208
0.12420295,49202.14,80783.22,1043.9904,98.2277,709.69763,1669.7861,10024.094,96.66981
0.0539957,25121.879,77914.086,1039.11,83.930214,785.5796,1354.6625,10949.149,18.734917
0.10020174,28406.53,76634.64,1078.5054,115.62786,810.8451,1561.551,10551.9,56.840733
0.13704787,49651.24,73672.016,1022.7304,101.83297,742.50183,1440.0308,11513.32,130.96356
0.08964378,36980.004,94234.12,1021.7723,79.479675,780.072,1306.605,10925.319,50.744373
0.13492757,15811.895,108636.89,1009.8371,66.43211,712.4277,1177.8705,11603.863,164.97488
0.059147105,14364.255,68064.59,1081.6968,71.104416,707.2131,1373.9896,9922.388,29.656908
0.06615618,30832.27,85969.94,1007.4464,67.557785,799.46594,1260.3805,11684.379,26.406878
0.14473008,13399.97,71147.83,1108.5431,78.20492,773.3096,1274.408,11834.29,201.98027
0.09477396,11027.116,81957.82,1004.0164,70.54889,758.1009,1461.6711,11030.52,52.075237
0.08531992,39292.207,110048.51,1086.5845,67.88866,794.3316,1538.9058,10756.408,46.488598
0.09953211,32387.418,70269.94,1057.2031,91.16358,752.2337,1423.1813,11242.939,74.57435
0.05148483,15163.586,109545.305,1087.9883,71.94498,772.8968,1262.027,10220.957,21.210566
0.118665,19904.316,71354.555,1068.2472,108.94555,799.3114,1573.2445,11314.732,85.08767
0.14191307,13149.094,83590.41,1029.1768,89.039215,723.0632,1555.2797,11438.074,141.09311
0.122299775,3063.684,74390.18,1008.4898,115.87925,763.6438,1514.8615,12037.36,90.94924
0.13316137,26441.152,73721.29,1039.0264,105.04742,783.543,1539.7067,10419.008,95.63962
0.058133233,4948.4604,96797.95,1042.085,86.33017,770.88745,1171.6426,11491.021,28.177462
0.13428621,228.00403,80283.9,1036.471,84.006775,707.72046,1273.7428,10338.065,150.1859
0.13690405,10937.38,63625.027,1077.413,102.14525,753.1083,1317.115,11017.635,158.36096
0.08530648,3719.2827,84889.555,1042.7397,64.880615,724.84937,1334.8844,10472.4,56.748695
0.11493329,3180.7612,76671.43,1099.1595,94.51916,818.80695,1617.3119,11708.881,83.79606
0.066622086,23326.451,89960.44,1018.6255,71.08003,708.034,1305.5963,10734.073,35.49029
0.1340031,37707.926,65063.426,1042.6523,63.37162,778.564,1348.4315,10976.833,119.544914
0.106976576,41290.19,98883.29,1015.8961,115.98306,749.8863,1203.3608,10623.109,83.95597
0.13445078,990.2555,65309.79,1061.7955,115.61844,708.7295,1428.0353,11080.391,154.74089
0.06880616,40079.008,64505.137,1002.2419,102.7593,709.2976,1637.5906,11055.935,29.355026
0.0883507,44333.367,114192.6,1033.2614,64.75447,779.08685,1270.5049,11491.262,55.9751
0.11395002,31635.934,63748.832,1065.4413,101.80302,753.84155,1374.2665,11666.859,107.1808
0.12841567,25219.828,115312.63,1023.8741,66.70581,717.2882,1237.4154,11634.985,147.25711
0.06434815,47385.887,101290.88,1004.8661,82.00756,710.7253,1302.4747,11605.643,33.99055
0.073737286,18406.26,77349.2,1108.3024,113.62579,782.7028,1373.76,10409.047,42.046444
0.082558826,47548.367,93058.83,1021.0227,90.21915,737.67224,1582.7249,11300.569,43.166153
0.13448477,28647.38,81649.016,1087.1277,69.46963,716.6508,1547.7815,11561.566,155.3851
0.13381113,30957.213,77299.125,1000.2122,97.633896,817.1734,1553.0376,11643.744,76.54403
0.08937138,18509.729,80203.445,1061.5317,115.02592,727.84326,1344.5237,11907.171,73.874466
0.14886408,28544.223,113343.08,1004.81714,84.39251,801.0277,1282.0328,11014.118,120.23731
0.13216293,20281.746,70911.7,1043.778,86.81232,815.207,1611.7897,10571.742,81.623604
0.13139032,8088.0493,66434.766,1094.6005,75.46931,794.50507,1295.632,11869.66,147.4
0.066144966,42944.336,76992.01,1053.0038,113.54179,704.7704,1502.332,11827.619,37.60653
0.09751112,39910.324,102570.02,1097.0568,84.53355,708.3179,1313.5522,9910.861,87.13715
0.12643395,11159.294,101426.91,1109.7407,65.83823,717.1059,1329.8137,11234.637,164.65996
0.08086179,40795.656,102045.93,1024.7908,98.66956,810.5165,1516.4612,10540.65,30.502123
0.07169157,13519.737,79455.836,1059.2928,99.19696,792.7521,1626.5348,11128.805,29.383234
0.071275294,8172.7046,114969.195,1031.7595,109.262054,705.6118,1632.1364,10522.182,33.499107
0.05882553,21444.082,79269.29,1038.0723,103.54559,754.4828,1508.6261,11049.543,22.545162
0.132695,41395.71,100506.3,1015.0148,107.28824,805.162,1494.467,10363.032,79.92009
0.10310014,44196.18,114603.78,1094.1575,74.61933,726.6477,1671.0973,11648.052,84.99628
0.1189575,36469.098,101931.32,1015.75287,112.61258,789.7254,1589.6267,11944.0,75.052315
0.09709038,26427.281,90113.47,1063.5665,115.382805,773.01904,1647.9724,11642.648,60.56944
0.070762835,4172.8306,80552.14,1007.66614,115.408485,753.7755,1548.5917,11950.821,30.765835
0.07152028,14913.069,70472.55,1034.3474,112.61728,703.7504,1472.5765,11062.52,39.82679
0.11221498,18207.938,106152.51,1048.7694,111.121895,752.49164,1666.9617,10245.298,71.736
0.09621271,26082.227,77853.93,1070.2117,76.19402,739.6275,1182.9088,10472.858,84.546524
0.11847147,17342.6,115021.41,1062.0623,109.309944,764.4078,1373.4955,10387.794,98.69218
0.11846219,33737.344,66834.29,1050.4379,104.17676,754.2208,1521.6252,10393.468,88.68826
0.13259007,4912.554,113540.99,1016.8141,110.56292,715.9476,1180.2397,10240.378,143.13579
0.1420593,35234.83,103520.7,1034.8248,73.58202,758.629,1603.6202,10558.501,114.01447
0.053538766,30876.016,68433.305,1084.2999,110.05127,756.47314,1266.611,11128.683,25.898336
0.051579107,8044.5835,81810.016,1039.2423,86.6269,794.8784,1366.0295,11170.982,16.676832
0.14536394,44873.668,87096.1,1042.9445,92.017365,757.2692,1202.3181,10947.39,170.41962
0.064705305,38847.35,107294.125,1098.4401,102.22373,752.5195,1485.6254,11933.438,36.468002
0.063541725,33783.723,105292.05,999.413,106.203705,716.8887,1286.3052,10317.777,28.68751
0.09820444,44201.72,85754.266,1098.6426,79.242775,741.41345,1537.0891,11447.479,80.133286
0.11851837,41302.23,64759.773,1034.8999,112.14663,767.29425,1150.7725,11089.077,112.92366
0.14873767,39407.805,82301.03,1069.8163,112.28675,768.5166,1563.3623,11396.742,151.29657
0.09904642,37534.945,88734.29,1038.9443,87.7689,757.1885,1417.0339,10893.435,66.388435
0.08327777,44478.594,113096.125,1102.5613,66.45485,793.5937,1543.2493,10916.209,47.385616
0.13006,30472.207,91613.42,1007.7674,115.69008,748.2103,1619.2372,10318.764,87.39565
0.13938507,47052.59,99967.32,994.7525,73.962944,743.06116,1378.1769,9995.415,110.079994
0.13542254,19362.795,74240.78,1038.5176,96.005585,754.5741,1607.3345,10549.819,106.58068
0.13325797,36014.78,98839.555,1067.8445,90.989006,710.3871,1270.35,11786.987,182.95534
0.13558026,48091.844,80051.15,1036.5286,101.208855,711.18823,1573.495,11507.415,136.24423
0.115765825,24196.13,105449.94,1004.4448,85.06734,705.7224,1362.6718,11618.089,106.35566
0.07728504,24514.646,81437.36,1046.5955,63.692013,737.46985,1624.1893,11114.761,39.53449
0.10085077,23873.453,86736.13,1037.7256,87.064156,789.53394,1447.2856,10778.995,58.74697
0.09925674,40444.39,102303.74,1090.1853,93.89225,717.5467,1537.4557,10185.747,76.06776
0.0757149,29344.377,111692.31,1068.8708,84.59,760.1697,1606.6841,11698.234,40.351814
0.11886855,15785.852,65692.35,1078.7273,80.05413,759.46313,1399.1202,11162.999,112.14064
0.11591639,45811.984,67019.93,1009.5178,93.81577,766.9856,1627.4417,10934.855,68.36412
0.12867692,16238.732,99238.914,1027.2507,66.859,709.9112,1241.4141,9919.31,130.38237
0.13397917,41269.562,108562.33,1092.4263,74.464966,702.023,1125.3865,9931.479,191.71097
0.0530128,33283.402,105133.31,1022.5826,64.474106,774.8529,1673.9574,10599.416,13.823788
0.10695012,5786.1177,106895.125,1007.5439,107.17783,801.6422,1351.2001,9946.449,54.232998
0.052491598,43532.03,99236.57,1012.2964,74.48121,714.8947,1176.4506,10450.064,22.816345
0.12235533,3095.7559,79750.2,1090.7649,96.5585,809.92365,1492.6876,10562.072,92.94483
0.053122915,39439.914,103139.42,1089.5637,102.29081,753.5074,1450.7029,11795.258,24.187786
0.11157993,40642.62,99070.18,1071.5714,89.39804,778.3982,1636.6113,11523.195,80.23303
0.09042253,1853.6367,76431.19,1035.3593,93.77684,713.8979,1317.9784,10786.266,67.33755
0.07321423,35733.117,86953.71,996.0799,107.54238,736.66473,1520.0977,10957.593,31.41651
0.07803146,19008.18,81918.74,1000.4833,115.80702,793.2811,1494.6293,11541.002,30.528112
0.12342509,31548.625,74934.164,1060.8102,108.914444,756.7896,1346.1476,10960.544,117.63227
0.09446768,10346.667,99029.84,1059.1477,65.518196,735.8263,1140.6167,10913.864,86.082695
0.08136088,47890.285,109458.54,1013.6919,66.89021,759.80835,1495.911,9938.306,34.924362
0.13878477,26406.176,99742.17,991.4311,93.13374,760.0007,1526.8441,10590.441,96.294075
0.13080847,46008.527,109567.95,1010.59717,99.61172,809.4732,1569.9489,10141.266,69.346275
0.10181987,24001.23,90814.625,1021.25116,69.20212,791.78326,1468.9406,11982.42,60.50684
0.10698367,47697.914,104432.87,1085.625,79.7056,714.0129,1536.5381,11192.89,96.67781
0.07920773,43262.355,87874.25,1101.6799,87.94448,782.331,1537.7518,11299.213,46.090336
0.1470982,48559.02,101940.51,1107.0354,106.47189,765.32434,1527.9518,9970.146,150.30309
0.092067935,41200.54,89059.09,1082.3805,98.86088,765.76373,1539.1489,10856.607,59.23886
0.082472704,41229.8,69462.01,1067.6545,100.27179,735.32385,1268.5829,10151.095,56.62246
0.1490911,20943.38,73805.05,1075.1107,110.725006,780.5983,1589.9083,10488.552,134.61702
0.14724681,4052.4514,69714.086,1083.7885,105.155846,726.04785,1566.3295,11892.513,183.54132
0.05595743,21082.016,106648.56,994.375,108.5003,732.04596,1445.0012,10859.289,19.366007
0.116613165,34739.316,102635.43,993.8884,72.72282,810.02545,1297.6187,10455.152,62.692474
0.07114573,17650.39,66933.97,1043.8303,74.00509,772.43066,1544.455,11804.411,32.87885
0.12013055,25517.596,75568.73,1098.624,71.93498,708.5642,1195.5865,9875.782,144.60478
0.09693215,33178.426,93985.914,1085.9242,67.33353,749.10443,1280.5927,10602.969,81.71691
0.1328563,3201.238,64514.137,1104.3456,83.34063,783.04785,1363.376,10925.183,141.55574
0.0587733,30149.922,114760.29,1078.5869,71.53263,795.1521,1156.8749,10222.145,27.102016
0.060280558,22195.709,85087.87,1080.6868,64.78202,758.93414,1282.2407,10980.983,31.359013
0.12887171,17773.87,96237.74,1022.6634,101.57926,743.78174,1205.1348,11142.566,133.3408
0.1430845,10295.649,92299.75,1068.6978,71.58455,726.50824,1648.3667,11410.58,150.6851
0.10194636,34181.965,91414.445,1016.53107,99.609474,752.3928,1228.4738,10396.26,72.57726
0.10333248,42103.133,83887.05,1089.4121,111.33344,736.52014,1465.3945,11776.667,94.66158
0.14671326,23091.6,84592.43,1026.9639,101.93233,749.27466,1307.0364,11362.436,161.46616
0.12410615,6969.7227,109987.05,1034.5571,78.02702,813.244,1420.239,11102.588,83.01463
0.10222309,9277.931,98015.414,1085.6985,74.268166,802.1103,1588.8451,10030.254,58.474754
0.096116185,18810.041,73162.79,1002.166,110.019104,721.5627,1243.7686,11377.681,74.15139
0.13485228,14480.072,99757.33,1051.4081,115.70148,722.53546,1614.502,10984.3,127.04083
0.088472016,3544.1343,75027.47,1061.7087,90.37433,727.978,1277.3906,10112.835,64.73365
0.07210467,48705.12,92247.89,990.19794,80.32491,723.42194,1379.0549,10361.718,32.63301
0.099826895,15506.064,112118.086,1094.7515,99.77029,779.11597,1215.9734,10414.526,84.20338
0.10891336,43316.258,110608.016,1044.2002,84.593834,794.4151,1672.5344,10015.198,55.439194
0.12708588,6224.289,74670.69,1051.7784,79.997086,752.9272,1532.2795,10032.908,98.58168
0.07835139,2228.4077,108713.18,1005.2561,77.30912,700.1088,1633.1755,11326.573,40.699856
0.098821275,5716.6616,107092.67,1052.844,74.47095,792.0617,1349.7659,11422.282,67.29568
0.11322486,11921.71,109092.625,1065.3113,78.352036,780.91516,1429.3433,10263.097,81.6877
0.0892347,46201.03,87425.74,1085.521,80.817924,797.0879,1535.6357,11443.152,53.50883
0.08885825,18357.248,102513.555,1049.9271,99.09681,791.3494,1154.7635,11862.987,65.564
0.1332935,24244.514,64001.6,1070.625,80.80163,785.0683,1328.7534,10936.0625,129.75893
0.14445235,24807.77,105943.45,1054.7734,66.12775,776.02625,1669.8732,11649.904,125.811615
0.06230967,37997.2,98225.836,1026.7123,111.211945,802.83295,1322.2825,11245.013,23.1767
0.098131,36753.953,81823.74,1106.0095,68.1304,808.1443,1563.3518,10161.757,58.229008
0.12019954,9069.307,74529.06,1055.8003,97.949776,706.09576,1181.1371,11988.049,159.7586
0.108959645,27723.322,104006.63,1109.0543,67.38299,816.8515,1581.1079,11453.336,78.32456
0.06164163,21522.746,67182.21,1095.2878,73.41937,726.62085,1334.4851,11197.621,36.824867
0.1474015,44183.344,90066.984,1026.3033,113.64854,731.0839,1457.7476,10903.005,149.36867
0.08112961,24109.332,101277.19,1104.8655,112.06421,746.34344,1434.8114,11039.3955,56.87727
0.050235156,26789.986,98193.17,1044.21,96.72021,795.4429,1337.4634,10394.612,15.307487
0.14252998,47596.402,90963.29,1108.8319,73.773285,704.36066,1120.1248,11258.61,254.96739
0.1369472,25253.78,84623.16,1032.3115,114.78957,706.15576,1664.5729,11651.098,133.57979
0.08061522,506.36212,111155.83,1102.0902,93.837265,757.05005,1224.5773,10837.324,62.17649
0.106870115,48745.566,101561.96,1096.5831,72.54909,756.8192,1601.1444,10099.829,76.40476
0.07460807,3156.68,114601.71,1015.6031,66.467186,780.87866,1581.9409,11414.211,29.521545
0.093243495,12626.86,114790.375,997.0429,103.60983,762.0175,1634.5319,10401.51,40.722595
0.13709098,7220.074,90550.24,1065.3762,63.325092,702.43915,1313.7334,11918.449,191.60056
0.08871864,17205.633,67449.016,1090.6305,103.73683,816.59143,1164.9999,10172.826,58.932793
0.10160443,8800.78,114207.89,1097.466,105.635155,816.10913,1431.4467,11319.196,71.84021
0.11979678,21133.219,107738.305,1022.1961,74.586555,743.6428,1487.8827,11877.933,99.33608
0.070540875,47122.992,103580.51,1045.1202,97.468376,813.67535,1127.6041,11389.074,36.41752
0.09428555,14441.54,105116.8,1009.93567,115.37153,744.61316,1335.3999,11123.073,61.484417
0.12654696,10916.386,103241.26,1068.9503,68.52034,760.2205,1533.9708,10295.425,103.32432
0.13286212,29545.02,113295.9,1077.6965,98.78434,782.5748,1146.4578,10898.439,153.97058
0.1339543,42158.59,64166.207,996.87885,65.43007,717.4488,1250.7595,10744.409,133.32458
0.110128425,34392.473,110163.83,1090.8265,67.090805,810.18256,1382.3622,10167.66,77.99447
0.13784972,33368.32,90339.695,1043.81,79.88092,795.1653,1175.4606,10446.32,130.20789
0.14362337,28196.938,108025.44,1007.48444,94.83139,810.20123,1397.0355,11196.861,101.38777
0.10744882,45938.348,70115.72,1046.6072,68.04403,762.3399,1653.2168,9940.118,61.58517
0.08718544,24846.9,82645.56,1007.81555,68.462746,716.1908,1361.372,11119.6455,56.55981
0.08473782,49105.69,107942.9,1104.6387,69.332756,789.86957,1273.3418,11728.22,64.9893
0.051317327,2648.025,68001.08,1080.8268,106.6571,746.5358,1644.429,10539.849,17.71122
0.11278463,45731.605,102587.07,1107.7489,110.13353,721.33185,1431.5925,11812.217,126.63425
0.05086213,11893.409,69414.04,1038.6595,88.88486,774.4365,1600.6094,11453.911,15.3468275
0.121618606,37058.97,76822.414,1080.419,64.06639,798.35736,1296.4497,11541.493,115.18508
0.086189315,14628.371,79384.31,1033.5355,66.6681,784.0872,1403.7705,10929.483,45.089592
0.071574494,26288.611,101111.9,1009.40173,91.14386,766.764,1410.0106,11858.844,32.743885
0.13407132,25554.799,114149.85,1055.9484,99.59987,721.63354,1613.3456,11136.742,129.33876
0.11504293,44052.07,75981.63,1007.34814,77.2049,751.76434,1314.2533,10314.206,82.683075
0.11113402,21720.916,75345.75,1005.063,113.98798,745.5533,1265.6282,11806.48,93.35596
0.07192807,24147.402,111733.13,990.4522,81.93609,803.78815,1368.8655,11520.124,25.447023
0.12924765,45373.375,72535.59,1094.6992,93.560135,731.2648,1416.1729,11139.702,148.69516
0.10131924,12342.854,82263.43,1040.2266,89.279,813.07434,1453.2601,10303.968,51.69415
0.06286506,27291.576,112694.03,1007.50323,66.54789,703.299,1427.2483,11632.021,30.685026
0.09204255,6859.2373,105916.375,1020.34076,75.47895,761.3902,1260.4813,11308.305,61.4833
0.06309451,20999.154,77266.43,1028.3529,74.36299,752.65063,1143.7997,9954.302,29.919102
0.11259796,5283.4097,67958.29,1004.5746,103.844315,789.81964,1541.8314,10928.618,60.347984
0.11257378,24404.705,66641.1,1083.1287,106.81184,718.32086,1502.4525,10240.452,98.503395
0.11758882,165.51503,95314.266,1053.4142,79.09723,770.9311,1225.1761,9857.146,98.22381
0.09205646,1042.4995,65835.73,1086.6699,88.2526,718.8633,1387.9989,10428.963,73.32769
0.08431315,10965.035,96654.19,1063.3839,102.256035,814.5134,1590.1907,11786.475,41.070652
0.119363695,41686.38,115035.9,1060.1228,103.90868,732.20905,1334.9518,10736.965,117.22529
0.057463564,42450.58,99248.41,992.86505,90.538055,720.82104,1574.9105,10737.909,19.209156
0.079663,10702.344,97331.07,1030.6737,85.47209,718.02826,1562.0494,10257.749,40.815315
0.11200598,31553.139,114306.42,1067.395,69.295975,785.05963,1502.1475,11389.796,83.651596
0.094786756,7885.082,90354.5,1011.80457,99.63327,722.40765,1264.6034,11741.981,75.48645
0.1318068,4726.6475,69115.01,1013.5748,90.579735,812.96594,1186.8752,11940.434,109.04679
0.12650473,34129.293,70241.98,1064.674,99.87343,700.38086,1674.0096,10740.404,116.75898
0.14552072,24006.791,76821.78,1020.0371,67.413216,747.6961,1646.1431,9999.723,108.81255
0.12236935,19840.195,99624.21,1087.7499,112.69162,782.16547,1593.2347,10387.5205,93.24059
0.06115879,42749.586,79253.73,994.0159,84.31319,796.8585,1610.093,10912.395,15.670078
0.09812967,45242.926,94852.85,1087.0441,67.45913,718.7485,1443.885,11210.709,85.88513
0.08226066,24602.56,78140.07,1044.6724,94.285065,729.2534,1441.7952,10860.675,50.337986
0.12066779,44027.35,107493.67,1042.4597,85.06967,758.29663,1570.3507,10414.574,85.58489
0.10652306,17670.43,111705.1,995.66425,73.63372,809.8029,1448.472,10694.561,48.58673
0.13498795,10798.27,102425.99,1029.3049,78.11536,814.9799,1180.3826,11521.0625,118.231255
0.08240191,43617.39,107997.61,1037.8406,95.07264,783.50006,1130.2646,10217.573,48.83848
0.10328204,30209.89,84319.766,1053.22,63.29335,725.7574,1261.4958,10763.577,92.7933
0.06870974,47826.95,114952.695,1088.3824,79.796234,758.8796,1141.598,10031.197,42.79255
0.11098505,25817.1,71660.76,1083.6957,77.57616,722.02423,1670.846,10430.537,86.83779
0.08836845,30441.93,89512.07,1100.9652,80.22278,755.22974,1629.8562,11498.175,59.575703
0.10077442,9498.836,112797.07,1052.0914,94.04104,780.49304,1394.5548,11333.597,70.06977
0.051414236,41542.37,63482.016,1097.2538,81.22605,707.36285,1279.1719,11057.39,27.935234
0.0644734,279.6535,110099.96,1002.9269,89.46084,772.69305,1446.3816,10559.281,21.918695
0.11120457,16755.012,65416.895,1048.8402,109.81915,810.122,1207.326,10564.449,80.67799
0.060109578,20689.635,108508.52,1076.1079,74.85445,783.3641,1384.182,9968.021,23.876951
0.051672176,47281.277,63536.875,1053.4467,81.47092,762.82306,1359.4988,11167.076,19.987213
0.06732106,24593.406,66193.26,1063.1143,86.78737,792.26807,1125.6151,11314.467,38.63308
0.12991185,29253.658,102365.375,1079.0118,110.01157,760.37427,1399.6156,11397.123,136.52019
0.08194485,28425.346,97179.53,1075.2402,97.84368,789.1398,1136.3658,10996.644,58.15889
0.13685381,31674.64,90795.94,1019.7967,87.35685,719.6992,1418.4275,11411.812,140.56169
0.07577507,44449.36,109700.07,1008.9253,66.01875,792.85846,1548.7499,10758.667,26.966698
0.06776891,22393.32,100697.625,1109.9476,84.915855,758.1553,1439.8895,10798.544,37.96772
0.07639637,48531.33,111858.66,1060.325,86.529434,806.5626,1534.8113,10681.819,32.281357
0.075172946,47432.637,90218.305,1033.313,69.04465,759.90924,1388.8423,11851.725,41.227196
0.107331954,20051.379,97139.54,1000.5513,73.85921,748.6763,1546.9824,10121.388,59.274002
0.14554137,8512.473,94274.414,1040.8597,112.79555,810.0044,1658.413,10977.564,100.99962
0.060513042,28215.93,111929.14,1107.5065,94.66684,706.9672,1293.6294,10085.406,35.8527
0.07603564,2582.0928,81714.56,1056.0226,92.73051,728.0438,1341.201,11421.383,50.588554
0.10143832,37795.535,85527.39,998.5535,111.323425,705.9817,1488.6122,11381.612,71.985
0.059124384,8525.483,92676.625,1107.8062,82.24381,816.3195,1167.0118,10813.898,29.593287
0.06914838,9856.709,100456.29,1006.20953,94.395485,815.8767,1120.3931,9954.496,25.33478
0.098477475,35614.465,65131.6,1106.0339,73.40462,813.2073,1323.1915,11060.856,74.0523
0.09774247,48652.996,105296.23,1029.7125,91.75261,703.4274,1128.0078,11441.252,98.644905
0.14323933,49276.652,76093.01,1008.28674,95.73337,750.13916,1670.6736,10199.563,100.7444
0.0595971,12555.62,103194.81,991.3252,83.1227,773.4907,1158.8254,10976.09,22.965693
0.07955009,16742.586,91016.98,1092.9457,82.59961,792.7854,1678.9026,10954.676,38.817608
0.12983376,46045.2,106768.74,1063.2281,82.84027,705.5016,1208.1495,10050.543,155.90837
0.057770446,31139.955,97141.22,1075.5936,82.059074,713.64856,1524.1785,10244.44,25.46086
0.10738399,35172.145,87838.41,1032.7761,107.90486,775.92633,1144.3964,11973.921,96.67001
0.11195386,45871.8,108995.11,992.9275,74.93754,700.16406,1332.295,11079.029,95.0075
0.14567114,20593.045,104980.51,1068.6427,94.066986,723.0997,1345.5309,12036.223,203.62231
0.1269811,18119.94,79576.375,1000.2259,92.093925,768.8365,1396.1804,10261.569,85.49409
0.059286416,2554.4692,108483.58,1047.7764,96.74375,780.44946,1469.6005,10249.374,20.559557
0.12261976,2008.5823,64541.758,1044.0498,87.022736,764.60236,1645.1742,11602.233,92.541664
0.14624111,37898.055,96344.59,997.70374,87.11913,761.22546,1269.0867,10576.216,130.74094
0.07531683,21594.934,102352.01,1072.9888,114.640015,799.23535,1397.157,10646.133,37.086124
0.103989564,29532.693,90991.086,1101.3647,101.843056,735.3617,1339.2732,11302.73,104.34919
0.10565898,44451.82,79002.74,1017.87427,112.01366,728.1348,1657.5771,11847.116,72.294945
0.08795545,43311.15,80897.93,995.83545,84.99224,760.68335,1226.547,10495.527,48.655376
0.0956061,34146.176,71760.51,1012.61304,80.7972,719.3636,1150.4236,9897.302,71.99801
0.13837583,49838.16,113478.32,1048.6367,96.81047,719.23914,1511.2546,11780.879,152.9553
0.12068298,6578.786,90125.95,991.99146,94.55466,703.33923,1596.4264,10125.859,83.327774
0.08556445,5663.744,87110.58,1108.1642,115.9379,802.4682,1315.6979,10054.709,53.5891
0.05669035,17635.533,91538.305,1108.4612,88.90071,806.0558,1559.0448,11594.364,22.667706
0.094338246,31710.828,71185.58,1009.1788,114.9043,769.40173,1354.2279,10347.63,51.032547
0.07710305,6905.3125,93200.16,1013.83997,73.24656,804.9947,1148.3217,11533.302,38.993523
0.0845482,43693.812,71000.35,999.3602,106.6175,808.5207,1624.6558,10181.49,26.784067
0.08764922,35679.42,73770.47,1105.4254,83.614655,744.0806,1302.236,10106.415,67.371704
0.056420248,29019.205,101503.43,1090.216,85.31155,727.5593,1241.5297,10229.904,29.823057
0.10354541,11864.845,68645.625,1033.5938,103.886284,756.5825,1651.4915,9903.108,55.749268
0.10688957,9116.315,70868.48,1012.26807,72.4341,740.07654,1131.7974,10799.994,92.43812
0.116691254,189.75325,100940.97,1020.8983,112.948784,785.71796,1453.387,10069.254,69.48692
0.07251149,40593.344,79933.664,1096.3065,63.306087,746.36035,1234.0007,10188.308,47.509823
0.073389366,29605.97,99571.92,1087.1831,115.63358,816.22076,1443.6759,10812.568,34.26151
0.063735224,27312.006,93354.08,1005.552,111.566895,801.58746,1533.7056,11535.192,19.542273
0.07256721,2151.6467,74788.98,1014.1551,101.30044,816.7988,1439.8107,11499.91,26.022081
0.077159196,19092.518,111701.26,1053.8877,106.38884,811.22577,1669.1063,11620.616,31.522575
0.07319845,25335.723,99575.555,992.46893,75.7852,775.06885,1224.2482,9889.083,29.452349
0.14224283,24628.795,110959.6,1064.8463,89.134926,782.82416,1136.8799,12024.866,186.90082
0.08281118,12328.424,73226.086,1046.7823,104.35392,714.4309,1497.7489,12029.41,57.32787
0.08391134,31332.012,83037.805,1070.6527,78.472176,772.4748,1280.4633,10023.413,51.399723
0.12774135,16400.264,77290.04,1069.412,98.74222,708.7539,1552.3883,11919.252,140.9043
0.08935258,47904.188,87411.02,1028.8444,85.89643,793.24646,1517.279,11029.621,42.76589
0.059098933,25451.707,90716.77,1066.6647,101.42577,702.2951,1557.3905,11576.267,29.668865
0.09837513,31956.51,87594.945,997.1136,109.61744,779.9984,1232.6636,9942.473,53.00295
0.09745426,5027.099,99628.71,1019.1925,114.61228,706.566,1128.421,11484.054,94.49668
0.13907386,36699.906,103361.234,1026.6753,94.135895,811.21533,1310.6221,10651.059,105.29698
0.09261503,19485.248,92740.66,1092.1501,96.18317,735.56793,1304.518,11099.46,81.37808
0.08651413,22358.629,67377.05,1081.9448,111.45903,746.7109,1289.8827,11927.822,72.61109
0.089202896,42446.812,109778.81,1098.1648,70.95276,771.9595,1360.7441,11539.658,68.72617
0.14511117,14819.479,77360.49,1052.2162,83.974686,758.52936,1258.5634,11822.041,180.04765
0.09095512,41743.65,66682.54,1061.3431,105.70848,790.28125,1431.0598,10933.6455,53.615177
0.082968965,1449.7639,63974.062,1089.7412,101.908134,754.46936,1491.0431,10782.447,52.3081
0.056132358,43253.727,114815.96,1048.957,84.15839,701.7477,1195.7744,11285.003,32.35793
0.13607244,42708.875,103757.75,1029.9847,111.7668,760.01556,1438.0845,10771.781,116.709656
0.08101052,35369.6,87280.48,1067.0088,85.31574,747.7998,1275.0784,11792.877,60.588062
0.147942,35392.227,91905.52,1008.6669,104.16973,750.3797,1243.0576,10551.015,149.0951
0.12578215,41362.97,108436.14,1096.621,90.36383,805.9043,1207.7474,10780.385,127.70935
0.058151387,33045.348,109640.04,1042.8157,96.38905,743.56085,1323.6602,10577.444,25.357641
0.0801386,40983.387,114447.17,1000.4936,75.07984,716.5957,1249.4122,11667.659,53.210575
0.14333461,2045.1345,69450.28,1078.1945,64.38794,705.5213,1238.7175,10718.189,205.41243
0.11705868,9526.477,64772.406,1051.3663,101.70051,806.0307,1629.8185,10109.225,65.199776
0.073828444,43926.355,98815.88,1024.4595,93.52673,818.363,1264.4299,10328.401,28.736418
0.11877713,39446.58,69529.5,1055.1345,112.9391,818.4726,1269.6029,11095.686,91.03784
0.12567434,34008.004,113286.87,1008.406,85.807884,772.0671,1457.1359,11745.695,93.657524
